Loan_Identifier,Monthly_Reporting_Period,Channel,Seller_Name,Servicer_Name,Original_Interest_Rate,Current_Interest_Rate,Original_UPB,Current_Actual_UPB,Original_Loan_Term,Loan_Age,Remaining_Months_to_Legal_Maturity,Remaining_Months_to_Maturity,Original_Loan_to_Value_Ratio_LTV,Original_Combined_Loan_to_Value_Ratio_CLTV,Number_of_Borrowers,Debt_To_Income_DTI,Borrower_Credit_Score_at_Origination,Co_Borrower_Credit_Score_at_Origination,First_Time_Home_Buyer_Indicator,Loan_Purpose,Property_Type,Number_of_Units,Occupancy_Status,Property_State,Metropolitan_Statistical_Area_MSA,Zip_Code_Short,Mortgage_Insurance_Percentage,Amortization_Type,Prepayment_Penalty_Indicator,Interest_Only_Loan_Indicator,Current_Loan_Delinquency_Status,Loan_Payment_History,Modification_Flag,Zero_Balance_Code,UPB_at_the_Time_of_Removal,Total_Principal_Current,Foreclosure_Costs,Property_Preservation_and_Repair_Costs,Asset_Recovery_Costs,Miscellaneous_Holding_Expenses_and_Credits,Associated_Taxes_for_Holding_Property,Net_Sales_Proceeds,Credit_Enhancement_Proceeds,Repurchase_Make_Whole_Proceeds,Other_Foreclosure_Proceeds,Modification_Related_Non_Interest_Bearing_UPB,Principal_Forgiveness_Amount,Mortgage_Insurance_Type,Servicing_Activity_Indicator,Special_Eligibility_Program,Foreclosure_Principal_Write_off_Amount,Relocation_Mortgage_Indicator,Property_Valuation_Method,High_Balance_Loan_Indicator,Borrower_Assistance_Plan,High_Loan_to_Value_HLTV_Refinance_Option_Indicator,Repurchase_Make_Whole_Proceeds_Flag,Alternative_Delinquency_Resolution,Alternative_Delinquency_Resolution_Count,Total_Deferral_Amount,Payment_Deferral_Modification_Event_Indicator,From_File,From_File_Numeric
100036915856,2000-03-01 00:00:00,R,"Wells Fargo Bank, N.A.",,7.75,7.75,135000.0,0.0,360.0,1.0,359.0,348.0,73.0,,2.0,29.0,749.0,760.0,False,P,SF,1.0,P,NJ,35620,70.0,,FRM,False,,00,,False,,,,,,,,,,,,,,,,False,7,,False,,False,,False,,,,,7,2000Q1,2000.0
100151690382,2002-04-01 00:00:00,R,"Jpmorgan Chase Bank, Na","Jpmorgan Chase Bank, Na",8.125,8.125,155000.0,149051.19,360.0,27.0,333.0,314.0,83.0,,2.0,29.0,630.0,647.0,False,P,SF,1.0,P,NY,39100,125.0,17.0,FRM,False,,00,,False,,,,,,,,,,,,,,,1.0,False,7,,False,,False,,False,,,,,7,2000Q1,2000.0
100207354995,2010-06-01 00:00:00,B,"Jpmorgan Chase Bank, Na","Jpmorgan Chase Bank, Na",7.875,7.875,74000.0,64131.66,360.0,124.0,236.0,235.0,80.0,,1.0,39.0,636.0,,False,C,SF,1.0,P,ID,30300,835.0,,FRM,False,False,00,,False,,,,,,,,,,,,,,,,False,7,,False,,False,,False,,,,,7,2000Q1,2000.0
100292236815,2000-08-01 00:00:00,R,Other,,8.5,8.5,57000.0,0.0,360.0,5.0,355.0,355.0,95.0,,1.0,56.0,709.0,,False,P,SF,1.0,P,MD,12580,212.0,25.0,FRM,False,,00,,False,,,,,,,,,,,,,,,1.0,False,7,,False,,False,,False,,,,,7,2000Q1,2000.0
100393376629,2016-05-01 00:00:00,R,"Wells Fargo Bank, N.A.",Other,7.625,7.625,50000.0,35015.4,360.0,196.0,164.0,156.0,90.0,,1.0,37.0,716.0,,True,P,SF,1.0,P,GA,0,317.0,17.0,FRM,False,False,00,,False,,,,,,,,,,,,,,,1.0,False,7,,False,,False,,False,,,,,7,2000Q1,2000.0
100505214975,2002-08-01 00:00:00,R,"Gmac Mortgage, Llc","Gmac Mortgage, Llc",8.125,8.125,108000.0,103313.47,360.0,30.0,330.0,309.0,61.0,,1.0,42.0,767.0,,False,R,SF,1.0,P,CO,39380,810.0,,FRM,False,,00,,False,,,,,,,,,,,,,,,,False,7,,False,,False,,False,,,,,7,2000Q1,2000.0
100619071828,2000-08-01 00:00:00,B,"Bank Of America, N.A.",,8.125,8.125,70000.0,70006.31,360.0,7.0,353.0,353.0,69.0,,2.0,18.0,804.0,705.0,False,R,SF,1.0,P,OK,36420,730.0,,FRM,False,,00,,False,,,,,,,,,,,,,,,,False,7,,False,,False,,False,,,,,7,2000Q1,2000.0
100710809124,2000-08-01 00:00:00,R,Other,,9.0,9.0,13000.0,0.0,360.0,5.0,355.0,355.0,20.0,,1.0,17.0,775.0,,True,P,SF,1.0,P,PA,0,177.0,,FRM,False,,00,,False,,,,,,,,,,,,,,,,False,7,,False,,False,,False,,,,,7,2000Q1,2000.0
100820492614,2005-04-01 00:00:00,R,"Citimortgage, Inc.","Citimortgage Asset Management, Inc.",7.5,7.5,87000.0,66983.81,180.0,62.0,118.0,118.0,79.0,,2.0,35.0,809.0,786.0,False,R,CO,1.0,P,CA,31080,913.0,,FRM,False,,00,,False,,,,,,,,,,,,,,,,False,7,,False,,False,,False,,,,,7,2000Q1,2000.0
100891825768,2001-03-01 00:00:00,R,Other,,8.5,8.5,54000.0,52086.21,180.0,11.0,169.0,169.0,73.0,,2.0,54.0,762.0,798.0,False,R,SF,1.0,I,AR,22220,727.0,,FRM,False,,00,,False,,,,,,,,,,,,,,,,False,7,,False,,False,,False,,,,,7,2000Q1,2000.0
101002934176,2002-10-01 00:00:00,B,"Jpmorgan Chase Bank, Na","Jpmorgan Chase Bank, National Association",8.0,8.0,95000.0,91798.35,360.0,34.0,326.0,323.0,95.0,,1.0,41.0,591.0,,False,P,SF,1.0,P,NC,20500,277.0,30.0,FRM,False,,00,,False,,,,,,,,,,,,,,,1.0,False,7,,False,,False,,False,,,,,7,2000Q1,2000.0
101108446227,2003-07-01 00:00:00,R,"Jp Morgan Chase Bank, Na",Other,7.65,7.65,74000.0,67090.58,360.0,42.0,318.0,270.0,74.0,,2.0,29.0,636.0,623.0,False,C,SF,1.0,P,CO,24540,806.0,,FRM,False,,00,,False,,,,,,,,,,,,,,,,False,7,,False,,False,,False,,,,,7,2000Q1,2000.0
101209119970,2000-03-01 00:00:00,B,"Bank Of America, N.A.",,8.625,8.625,81000.0,0.0,360.0,0.0,360.0,359.0,85.0,,2.0,53.0,695.0,558.0,False,R,SF,1.0,P,PA,42540,185.0,12.0,FRM,False,,00,,False,,,,,,,,,,,,,,,2.0,False,7,,False,,False,,False,,,,,7,2000Q1,2000.0
101270683053,2000-02-01 00:00:00,R,Other,,7.5,7.5,215000.0,0.0,360.0,1.0,359.0,359.0,79.0,,2.0,64.0,717.0,,False,P,SF,1.0,P,AL,13820,352.0,,FRM,False,,00,,False,,,,,,,,,,,,,,,,False,7,,False,,False,,False,,,,,7,2000Q1,2000.0
101408080779,2002-06-01 00:00:00,R,Other,,7.75,,80000.0,0.0,180.0,,,,45.0,,2.0,42.0,742.0,717.0,False,P,SF,1.0,P,CO,19740,801.0,,FRM,False,,XX,,,1.0,73332.13,,,,,,,,,,,,,,,7,,False,,False,,False,False,,,,7,2000Q1,2000.0
101508285232,2001-06-01 00:00:00,C,"Citimortgage, Inc.",,7.625,7.625,75000.0,73903.03,360.0,18.0,342.0,342.0,94.0,,1.0,33.0,734.0,,False,P,SF,1.0,P,OH,19380,453.0,25.0,FRM,False,,00,,False,,,,,,,,,,,,,,,1.0,False,7,,False,,False,,False,,,,,7,2000Q1,2000.0
101607680216,2002-02-01 00:00:00,R,Other,Other,7.7,7.7,57000.0,52429.01,180.0,25.0,155.0,155.0,75.0,,1.0,26.0,667.0,,False,R,SF,1.0,P,NY,45060,130.0,,FRM,False,False,00,,False,,,,,,,,,,,,,,,,False,7,,False,,False,,False,,,,,7,2000Q1,2000.0
101730581916,2000-02-01 00:00:00,R,"Wells Fargo Bank, N.A.",,7.375,7.375,180000.0,0.0,180.0,1.0,179.0,178.0,70.0,,2.0,24.0,783.0,808.0,False,P,SF,1.0,P,WI,33340,530.0,,FRM,False,,00,,False,,,,,,,,,,,,,,,,False,7,,False,,False,,False,,,,,7,2000Q1,2000.0
101808414330,2000-02-01 00:00:00,R,"Jpmorgan Chase Bank, Na",,7.625,7.625,240000.0,0.0,360.0,1.0,359.0,359.0,80.0,,2.0,8.0,757.0,733.0,False,P,CO,1.0,S,CA,41740,921.0,,FRM,False,,00,,False,,,,,,,,,,,,,,,,False,7,,False,,False,,False,,,,,7,2000Q1,2000.0
101898173228,2000-05-01 00:00:00,R,"Wells Fargo Bank, N.A.",,8.125,8.125,50000.0,0.0,180.0,2.0,178.0,178.0,22.0,,2.0,22.0,809.0,803.0,False,P,SF,1.0,P,CT,35300,64.0,,FRM,False,,00,,False,,,,,,,,,,,,,,,,False,7,,False,,False,,False,,,,,7,2000Q1,2000.0
101978414050,2004-07-01 00:00:00,R,Suntrust Mortgage Inc.,Suntrust Mortgage Inc.,7.875,7.875,34000.0,31489.41,360.0,56.0,304.0,289.0,80.0,,1.0,32.0,684.0,,False,C,SF,1.0,P,GA,0,310.0,,FRM,False,False,00,,False,,,,,,,,,,,,,,,,False,7,,False,,False,,False,,,,,7,2000Q1,2000.0
102098305141,2000-02-01 00:00:00,R,First Tennessee Bank National Association,,7.875,7.875,126000.0,0.0,360.0,1.0,359.0,358.0,80.0,,1.0,43.0,772.0,,True,P,SF,1.0,P,OR,38900,972.0,,FRM,False,,00,,False,,,,,,,,,,,,,,,,False,7,,False,,False,,False,,,,,7,2000Q1,2000.0
102175753210,2007-08-01 00:00:00,B,"Jpmorgan Chase Bank, Na","Jpmorgan Chase Bank, National Association",7.875,7.875,147000.0,134473.22,360.0,91.0,269.0,268.0,95.0,,2.0,49.0,651.0,,False,P,PU,1.0,P,TX,26420,770.0,30.0,FRM,False,,00,,False,,,,,,,,,,,,,,,1.0,False,7,,False,,False,,False,,,,,7,2000Q1,2000.0
102278401129,2000-03-01 00:00:00,R,Other,,7.75,7.75,91000.0,0.0,360.0,1.0,359.0,359.0,95.0,,2.0,37.0,671.0,629.0,False,P,SF,1.0,P,OK,0,743.0,30.0,FRM,False,,00,,False,,,,,,,,,,,,,,,1.0,False,7,,False,,False,,False,,,,,7,2000Q1,2000.0
102410815785,2000-04-01 00:00:00,R,Usaa Federal Savings Bank,,8.5,8.5,200000.0,0.0,360.0,1.0,359.0,359.0,78.0,,2.0,48.0,679.0,595.0,True,P,SF,1.0,P,FL,27260,322.0,,FRM,False,,00,,False,,,,,,,,,,,,,,,,False,7,,False,,False,,False,,,,,7,2000Q1,2000.0
102548917582,2000-06-01 00:00:00,C,"Jpmorgan Chase Bank, Na",,8.375,8.375,85000.0,0.0,360.0,4.0,356.0,355.0,95.0,,1.0,57.0,676.0,,True,P,SF,1.0,P,ME,38860,41.0,30.0,FRM,False,,00,,False,,,,,,,,,,,,,,,1.0,False,7,,False,,False,,False,,,,,7,2000Q1,2000.0
102640907101,2002-05-01 00:00:00,R,"Pnc Bank, N.A.",Regions Bank,8.0,8.0,66000.0,52871.92,120.0,28.0,92.0,87.0,64.0,,2.0,29.0,715.0,,False,R,PU,1.0,P,TX,26420,774.0,,FRM,False,,00,,False,,,,,,,,,,,,,,,,False,7,,False,,False,,False,,,,,7,2000Q1,2000.0
102808903188,2002-09-01 00:00:00,C,"Flagstar Bank, Fsb","Jpmorgan Chase Bank, National Association",7.5,7.5,80000.0,77904.06,360.0,32.0,328.0,328.0,50.0,,3.0,23.0,766.0,799.0,False,C,SF,1.0,I,MA,14460,21.0,,FRM,False,,00,,False,,,,,,,,,,,,,,,,False,7,,False,,False,,False,,,,,7,2000Q1,2000.0
102945859471,2001-12-01 00:00:00,C,"Jpmorgan Chase Bank, Na","Jpmorgan Chase Bank, National Association",7.75,7.75,104000.0,101855.6,360.0,24.0,336.0,336.0,97.0,,2.0,33.0,694.0,784.0,True,P,SF,1.0,P,TX,26420,770.0,18.0,FRM,False,,00,,False,,,,,,,,,,,,,,,1.0,False,7,,False,,False,,False,,,,,7,2000Q1,2000.0
103078133745,2002-02-01 00:00:00,B,"Jpmorgan Chase Bank, National Association","Jpmorgan Chase Bank, National Association",7.625,7.625,208000.0,202894.3,360.0,25.0,335.0,329.0,95.0,,2.0,39.0,631.0,,True,P,SF,1.0,P,NY,35620,103.0,30.0,FRM,False,,00,,False,,,,,,,,,,,,,,,1.0,False,7,,False,,False,,False,,,,,7,2000Q1,2000.0
103202571443,2001-11-01 00:00:00,R,Suntrust Mortgage Inc.,,8.5,,90000.0,0.0,360.0,,,,75.0,,2.0,25.0,634.0,639.0,False,C,SF,1.0,P,FL,19660,327.0,,FRM,False,,XX,,,1.0,88862.21,,,,,,,,,,,,,,,7,,False,,False,,False,False,,,,7,2000Q1,2000.0
103338581953,2000-01-01 00:00:00,R,Other,,8.25,8.25,154000.0,0.0,360.0,0.0,360.0,359.0,95.0,,2.0,45.0,662.0,702.0,True,P,SF,1.0,P,RI,39300,28.0,30.0,FRM,False,,00,,False,,,,,,,,,,,,,,,1.0,False,7,,False,,False,,False,,,,,7,2000Q1,2000.0
103393894898,2002-12-01 00:00:00,R,"Jpmorgan Chase Bank, Na","Jpmorgan Chase Bank, Na",7.375,7.375,177000.0,156343.48,180.0,34.0,146.0,146.0,85.0,,2.0,,753.0,774.0,False,R,SF,1.0,P,NJ,35620,76.0,6.0,FRM,False,,00,,False,,,,,,,,,,,,,,,1.0,False,7,,False,,False,,False,,,,,7,2000Q1,2000.0
103486741584,2001-05-01 00:00:00,R,"Jpmorgan Chase Bank, National Association",,8.75,8.75,29000.0,28088.35,360.0,15.0,345.0,314.0,25.0,,1.0,41.0,721.0,,False,R,SF,1.0,P,IL,16980,604.0,,FRM,False,,00,,False,,,,,,,,,,,,,,,,False,7,,False,,False,,False,,,,,7,2000Q1,2000.0
103612944490,2002-12-01 00:00:00,C,"Jpmorgan Chase Bank, Na","Jpmorgan Chase Bank, Na",7.875,7.875,65000.0,62720.83,360.0,36.0,324.0,323.0,66.0,,2.0,11.0,673.0,670.0,False,R,SF,1.0,P,LA,26380,703.0,,FRM,False,,00,,False,,,,,,,,,,,,,,,,False,7,,False,,False,,False,,,,,7,2000Q1,2000.0
103672395209,2002-08-01 00:00:00,R,Other,"Jpmorgan Chase Bank, National Association",7.0,7.0,200000.0,178627.09,180.0,31.0,149.0,149.0,73.0,,2.0,32.0,756.0,777.0,False,P,SF,1.0,P,CA,40900,957.0,,FRM,False,,00,,False,,,,,,,,,,,,,,,,False,7,,False,,False,,False,,,,,7,2000Q1,2000.0
103794367947,2004-01-01 00:00:00,C,Suntrust Mortgage Inc.,Suntrust Mortgage Inc.,6.5,6.5,200000.0,145342.04,180.0,55.0,125.0,112.0,66.0,,2.0,19.0,726.0,759.0,False,R,SF,1.0,P,TN,16860,374.0,,FRM,False,False,00,,False,,,,,,,,,,,,,,,,False,7,,False,,False,,False,,,,,7,2000Q1,2000.0
103915009739,2000-06-01 00:00:00,C,"Jpmorgan Chase Bank, Na",,7.5,7.5,123000.0,0.0,360.0,4.0,356.0,338.0,54.0,,2.0,30.0,692.0,,False,P,SF,1.0,P,OH,17140,452.0,,FRM,False,,00,,False,,,,,,,,,,,,,,,,False,7,,False,,False,,False,,,,,7,2000Q1,2000.0
103994955329,2000-11-01 00:00:00,B,First Tennessee Bank National Association,,7.75,7.75,200000.0,198293.88,360.0,11.0,349.0,349.0,80.0,,2.0,37.0,710.0,779.0,False,P,SF,1.0,P,CA,41860,945.0,,FRM,False,,00,,False,,,,,,,,,,,,,,,,False,7,,False,,False,,False,,,,,7,2000Q1,2000.0
104168644815,2001-10-01 00:00:00,C,"Bank Of America, N.A.",,7.5,7.5,134000.0,131573.8,360.0,19.0,341.0,341.0,93.0,,2.0,24.0,788.0,724.0,False,P,SF,1.0,P,OH,10420,443.0,25.0,FRM,False,,00,,False,,,,,,,,,,,,,,,1.0,False,7,,False,,False,,False,,,,,7,2000Q1,2000.0
104324945576,2002-05-01 00:00:00,R,Other,Other,7.35,7.35,105000.0,83598.76,360.0,29.0,331.0,204.0,91.0,,2.0,35.0,757.0,782.0,True,P,SF,1.0,P,PA,0,172.0,30.0,FRM,False,,00,,False,,,,,,,,,,,,,,,1.0,False,7,,False,,False,,False,,,,,7,2000Q1,2000.0
104473105388,2001-03-01 00:00:00,B,"Jpmorgan Chase Bank, Na",,7.625,7.625,111000.0,109530.74,360.0,13.0,347.0,346.0,90.0,,2.0,34.0,750.0,,False,P,SF,1.0,P,AL,23460,359.0,17.0,FRM,False,,00,,False,,,,,,,,,,,,,,,1.0,False,7,,False,,False,,False,,,,,7,2000Q1,2000.0
104522466871,2004-08-01 00:00:00,C,"Wells Fargo Bank, N.A.","Jpmorgan Chase Bank, National Association",7.625,7.625,106000.0,100737.47,360.0,56.0,304.0,304.0,95.0,,2.0,50.0,669.0,751.0,True,P,SF,1.0,P,LA,43340,711.0,30.0,FRM,False,,00,,False,,,,,,,,,,,,,,,1.0,False,7,,False,,False,,False,,,,,7,2000Q1,2000.0
104653868483,2003-02-01 00:00:00,R,Suntrust Mortgage Inc.,Other,7.125,7.125,149000.0,125697.08,180.0,44.0,136.0,136.0,60.0,,2.0,34.0,615.0,,False,P,SF,1.0,P,FL,36100,344.0,,FRM,False,,00,,False,,,,,,,,,,,,,,,,False,7,,False,,False,,False,,,,,7,2000Q1,2000.0
104823513945,2001-05-01 00:00:00,R,"Jpmorgan Chase Bank, National Association",,8.0,8.0,90000.0,88385.26,360.0,16.0,344.0,340.0,97.0,,1.0,34.0,744.0,,True,P,SF,1.0,P,GA,12060,302.0,30.0,FRM,False,,00,,False,,,,,,,,,,,,,,,1.0,False,7,,False,,False,,False,,,,,7,2000Q1,2000.0
104904928728,2000-01-01 00:00:00,R,"Bank Of America, N.A.",,8.0,8.0,135000.0,0.0,360.0,0.0,360.0,360.0,87.0,,2.0,23.0,613.0,654.0,False,R,SF,1.0,P,OH,10420,440.0,25.0,FRM,False,,00,,False,,,,,,,,,,,,,,,1.0,False,7,,False,,False,,False,,,,,7,2000Q1,2000.0
104991401326,2001-06-01 00:00:00,C,Netbank Funding Services,,7.875,7.875,150000.0,143114.66,180.0,15.0,165.0,165.0,80.0,,1.0,18.0,654.0,,False,P,SF,1.0,S,ND,13900,585.0,,FRM,False,,00,,False,,,,,,,,,,,,,,,,False,7,,False,,False,,False,,,,,7,2000Q1,2000.0
105062425297,2006-09-01 00:00:00,C,Suntrust Mortgage Inc.,Suntrust Mortgage Inc.,7.75,7.75,128000.0,89803.36,180.0,78.0,102.0,102.0,93.0,,2.0,40.0,623.0,647.0,False,R,SF,1.0,P,MO,28140,640.0,30.0,FRM,False,False,00,,False,,,,,,,,,,,,,,,1.0,False,7,,False,,False,,False,,,,,7,2000Q1,2000.0
105171499981,2001-05-01 00:00:00,R,First Tennessee Bank National Association,,7.75,7.75,80000.0,78658.48,360.0,21.0,339.0,338.0,80.0,,1.0,36.0,816.0,,False,P,CO,1.0,P,MA,14460,17.0,,FRM,False,,00,,False,,,,,,,,,,,,,,,,False,7,,False,,False,,False,,,,,7,2000Q1,2000.0
105269052826,2008-10-01 00:00:00,C,"Jpmorgan Chase Bank, Na","Jpmorgan Chase Bank, Na",8.125,8.125,42000.0,32837.92,360.0,105.0,255.0,190.0,80.0,,1.0,26.0,754.0,,True,P,SF,1.0,P,OK,36420,730.0,,FRM,False,,00,,False,,,,,,,,,,,,,,,,False,7,,False,,False,,False,,,,,7,2000Q1,2000.0
105368533232,2011-02-01 00:00:00,R,Other,Other,8.5,8.5,57000.0,49310.29,360.0,132.0,228.0,228.0,80.0,,1.0,40.0,757.0,,False,P,CP,1.0,P,NY,35620,100.0,,FRM,False,False,00,,False,,,,,,,,,,,,,,,,False,7,,False,,False,,False,,,,,7,2000Q1,2000.0
105447742965,2001-01-01 00:00:00,B,"Jpmorgan Chase Bank, Na",,8.125,8.125,135000.0,133899.93,360.0,12.0,348.0,348.0,90.0,,2.0,45.0,702.0,658.0,False,R,SF,1.0,P,WA,44060,992.0,25.0,FRM,False,,00,,False,,,,,,,,,,,,,,,1.0,False,7,,False,,False,,False,,,,,7,2000Q1,2000.0
105573456254,2000-10-01 00:00:00,B,Other,,8.625,8.625,120000.0,119343.71,360.0,8.0,352.0,351.0,80.0,,1.0,34.0,593.0,,False,P,SF,1.0,P,IL,16980,604.0,,FRM,False,,00,,False,,,,,,,,,,,,,,,,False,7,,False,,False,,False,,,,,7,2000Q1,2000.0
105640742070,2005-06-01 00:00:00,R,Other,"Bank Of America, N.A.",8.5,8.5,125000.0,112844.33,276.0,64.0,212.0,212.0,74.0,,2.0,33.0,564.0,570.0,False,R,SF,1.0,P,CA,31080,906.0,,FRM,False,,00,,False,,,,,,,,,,,,,,,,False,7,,False,,False,,False,,,,,7,2000Q1,2000.0
105732247847,2001-10-01 00:00:00,C,Amtrust Bank,,7.5,7.5,146000.0,143351.79,360.0,22.0,338.0,338.0,92.0,,2.0,32.0,717.0,708.0,False,P,SF,1.0,P,WA,44060,992.0,25.0,FRM,False,,00,,False,,,,,,,,,,,,,,,1.0,False,7,,False,,False,,False,,,,,7,2000Q1,2000.0
105827319101,2010-06-01 00:00:00,R,"Pnc Bank, N.A.","Pnc Bank, N.A.",7.875,7.875,51000.0,22261.63,180.0,124.0,56.0,55.0,74.0,,2.0,55.0,695.0,,False,C,SF,1.0,P,IN,0,479.0,,FRM,False,False,00,,False,,,,,,,,,,,,,,,,False,7,,False,,False,,False,,,,,7,2000Q1,2000.0
105935128911,2002-05-01 00:00:00,C,"Bank Of America, N.A.","Bank Of America, N.A.",7.5,7.5,46000.0,41145.54,180.0,29.0,151.0,151.0,95.0,,2.0,32.0,545.0,558.0,False,P,SF,1.0,P,OH,18140,432.0,25.0,FRM,False,,00,,False,,,,,,,,,,,,,,,1.0,False,7,,False,,False,,False,,,,,7,2000Q1,2000.0
106006488476,2011-10-01 00:00:00,B,"Jpmorgan Chase Bank, National Association","Jpmorgan Chase Bank, National Association",8.25,8.25,50000.0,42831.29,360.0,140.0,220.0,220.0,95.0,,1.0,19.0,772.0,,False,P,SF,1.0,P,FL,36740,327.0,30.0,FRM,False,False,00,,False,,,,,,,,,,,,,,,1.0,False,7,,False,,False,,False,,,,,7,2000Q1,2000.0
106105662861,2002-01-01 00:00:00,R,First Tennessee Bank National Association,Other,7.375,7.375,110000.0,94040.55,360.0,25.0,335.0,232.0,80.0,,1.0,31.0,767.0,,False,P,SF,1.0,S,MD,0,218.0,,FRM,False,,00,,False,,,,,,,,,,,,,,,,False,7,,False,,False,,False,,,,,7,2000Q1,2000.0
106151120127,2009-04-01 00:00:00,R,Other,"Gmac Mortgage, Llc",8.5,8.5,50000.0,39764.84,360.0,111.0,249.0,191.0,80.0,,2.0,20.0,698.0,,True,P,SF,1.0,P,MS,0,388.0,,FRM,False,False,00,,False,,,,,,,,,,,,,,,,False,7,,False,,False,,False,,,,,7,2000Q1,2000.0
106202050835,2000-12-01 00:00:00,B,Regions Bank,,7.625,7.625,118000.0,116938.5,360.0,12.0,348.0,348.0,80.0,90.0,2.0,39.0,751.0,793.0,False,P,SF,1.0,P,TX,41700,782.0,,FRM,False,,00,,False,,,,,,,,,,,,,,,,False,7,,False,,False,,False,,,,,7,2000Q1,2000.0
106296666150,2000-10-01 00:00:00,R,Other,,7.5,7.5,150000.0,148692.1,360.0,8.0,352.0,352.0,80.0,,2.0,35.0,771.0,786.0,False,P,SF,1.0,P,OH,17460,440.0,,FRM,False,,00,,False,,,,,,,,,,,,,,,,False,7,,False,,False,,False,,,,,7,2000Q1,2000.0
106376383866,2001-06-01 00:00:00,B,"Jpmorgan Chase Bank, National Association",,8.25,8.25,49000.0,48143.53,360.0,17.0,343.0,342.0,75.0,,1.0,16.0,670.0,,False,C,SF,1.0,P,OK,46140,741.0,,FRM,False,,00,,False,,,,,,,,,,,,,,,,False,7,,False,,False,,False,,,,,7,2000Q1,2000.0
106488291822,2001-02-01 00:00:00,R,"Jp Morgan Chase Bank, Na",,7.9,7.9,46000.0,45573.86,360.0,13.0,347.0,347.0,95.0,,2.0,27.0,751.0,713.0,False,P,SF,1.0,P,TX,0,766.0,30.0,FRM,False,False,00,,False,,,,,,,,,,,,,,,1.0,False,7,,False,,False,,False,,,,,7,2000Q1,2000.0
106536839961,2002-01-01 00:00:00,R,Other,"Jpmorgan Chase Bank, Na",8.625,8.625,59000.0,58250.4,360.0,22.0,338.0,337.0,80.0,,2.0,9.0,773.0,780.0,False,P,PU,1.0,S,FL,23540,326.0,,FRM,False,,00,,False,,,,,,,,,,,,,,,,False,7,,False,,False,,False,,,,,7,2000Q1,2000.0
106671334210,2003-02-01 00:00:00,C,Amtrust Bank,"Jpmorgan Chase Bank, National Association",8.5,8.5,107000.0,102333.39,360.0,37.0,323.0,306.0,65.0,,1.0,22.0,628.0,,False,C,SF,1.0,I,MI,19820,480.0,,FRM,False,,00,,False,,,,,,,,,,,,,,,,False,7,,False,,False,,False,,,,,7,2000Q1,2000.0
106750897497,2003-04-01 00:00:00,R,Other,"Jpmorgan Chase Bank, Na",7.0,7.0,139000.0,119608.11,180.0,39.0,141.0,141.0,75.0,,1.0,23.0,778.0,,False,C,PU,1.0,P,GA,12060,300.0,,FRM,False,,00,,False,,,,,,,,,,,,,,,,False,7,,False,,False,,False,,,,,7,2000Q1,2000.0
106828965559,2000-09-01 00:00:00,C,Other,,7.5,7.5,194000.0,192325.63,360.0,8.0,352.0,352.0,36.0,,2.0,33.0,766.0,782.0,False,C,SF,1.0,P,NY,35620,109.0,,FRM,False,,00,,False,,,,,,,,,,,,,,,,False,7,,False,,False,,False,,,,,7,2000Q1,2000.0
106900134384,2003-02-01 00:00:00,C,Netbank Funding Services,"Citimortgage, Inc.",8.0,8.0,105000.0,99516.76,360.0,37.0,323.0,295.0,90.0,,1.0,40.0,774.0,,True,P,SF,1.0,P,AZ,38060,852.0,17.0,FRM,False,False,00,,False,,,,,,,,,,,,,,,1.0,False,7,,False,,False,,False,,,,,7,2000Q1,2000.0
107009176798,2010-09-01 00:00:00,R,First Tennessee Bank National Association,Other,7.5,7.5,62000.0,23391.89,180.0,128.0,52.0,48.0,78.0,,1.0,,796.0,,False,C,SF,1.0,P,PA,49620,174.0,,FRM,False,False,00,,False,,,,,,,,,,,,,,,,False,7,,False,,False,,False,,,,,7,2000Q1,2000.0
107117730140,2000-12-01 00:00:00,C,"Jpmorgan Chase Bank, Na",,8.625,8.625,72000.0,70868.96,360.0,12.0,348.0,336.0,76.0,,1.0,44.0,683.0,,False,R,SF,1.0,P,NE,30700,685.0,,FRM,False,,00,,False,,,,,,,,,,,,,,,,False,7,,False,,False,,False,,,,,7,2000Q1,2000.0
107233189260,2000-07-01 00:00:00,R,Other,,7.625,7.625,74000.0,0.0,180.0,5.0,175.0,175.0,90.0,,1.0,16.0,753.0,,False,P,CO,1.0,P,NY,35620,105.0,12.0,FRM,False,,00,,False,,,,,,,,,,,,,,,1.0,False,7,,False,,False,,False,,,,,7,2000Q1,2000.0
107360027961,2003-12-01 00:00:00,R,Other,Other,7.625,7.625,100000.0,96433.69,360.0,48.0,312.0,317.0,36.0,,2.0,34.0,650.0,674.0,False,P,SF,1.0,P,CA,0,956.0,,FRM,False,,05,,False,,,,,,,,,,,,,,,,False,7,,False,,False,,False,,,,,7,2000Q1,2000.0
107458302930,2001-03-01 00:00:00,R,"Gmac Mortgage, Llc",,8.0,8.0,81000.0,80561.64,360.0,13.0,347.0,347.0,67.0,,1.0,,652.0,,False,R,SF,2.0,P,NH,0,33.0,,FRM,False,,00,,False,,,,,,,,,,,,,,,,False,7,,False,,False,,False,,,,,7,2000Q1,2000.0
